type,properties/segment_id,properties/road_name,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1,geometry/coordinates/2/0,geometry/coordinates/2/1,geometry/coordinates/3/0,geometry/coordinates/3/1,geometry/coordinates/4/0,geometry/coordinates/4/1,geometry/coordinates/5/0,geometry/coordinates/5/1,geometry/coordinates/6/0,geometry/coordinates/6/1,geometry/coordinates/7/0,geometry/coordinates/7/1,geometry/coordinates/8/0,geometry/coordinates/8/1,geometry/coordinates/9/0,geometry/coordinates/9/1,geometry/coordinates/10/0,geometry/coordinates/10/1,geometry/coordinates/11/0,geometry/coordinates/11/1,geometry/coordinates/12/0,geometry/coordinates/12/1,geometry/coordinates/13/0,geometry/coordinates/13/1,geometry/coordinates/14/0,geometry/coordinates/14/1,geometry/coordinates/15/0,geometry/coordinates/15/1,geometry/coordinates/16/0,geometry/coordinates/16/1,geometry/coordinates/17/0,geometry/coordinates/17/1,geometry/coordinates/18/0,geometry/coordinates/18/1,geometry/coordinates/19/0,geometry/coordinates/19/1,geometry/coordinates/20/0,geometry/coordinates/20/1,geometry/coordinates/21/0
Feature,134_1,langata road 2-secondary,LineString,36.78243494,-1.332358909,36.7824733,-1.3323354,36.78251165,-1.332311891,36.78255001,-1.332288382,36.78258846,-1.332265035,36.78262727,-1.332242271,36.78266607,-1.332219506,36.78270487,-1.332196742,36.78274368,-1.332173977,36.78278248,-1.332151213,36.78282128,-1.332128448,36.78286008,-1.332105683,36.78289889,-1.332082919,36.78293769,-1.332060154,36.78297649,-1.33203739,36.7830153,-1.332014625,36.7830541,-1.331991861,36.7830929,-1.331969096,36.78313171,-1.331946332,36.78317051,-1.331923567,36.78320931,-1.331900803,36.78324812
Feature,134_2,langata road 2-secondary,LineString,36.78328692,-1.331855274,36.78332572,-1.331832509,36.78336507,-1.331810709,36.78340449,-1.331789029,36.78344391,-1.331767348,36.78348333,-1.331745668,36.78352275,-1.331723987,36.78356217,-1.331702307,36.78360159,-1.331680626,36.78364101,-1.331658946,36.78368043,-1.331637265,36.78371985,-1.331615585,36.78375927,-1.331593904,36.78379868,-1.331572224,36.7838381,-1.331550543,36.78387752,-1.331528863,36.78391694,-1.331507182,36.78395646,-1.331485688,36.78399603,-1.331464288,36.78403561,-1.331442887,36.78407518,-1.331421486,36.78411475
Feature,61_1,langata road 2-secondary,LineString,36.79802892,-1.323824907,36.79807301,-1.323815952,36.79811709,-1.323806997,36.79816118,-1.323798041,36.79820527,-1.323789086,36.79824936,-1.323780131,36.79829355,-1.323771705,36.79833774,-1.323763287,36.79838193,-1.32375487,36.79842613,-1.323746452,36.7984703,-1.32373794,36.79851442,-1.323729117,36.79855853,-1.323720294,36.79860265,-1.323711471,36.79864676,-1.323702648,36.79869087,-1.323693825,36.79873499,-1.323685002,36.7987791,-1.32367618,36.79882322,-1.323667357,36.79886733,-1.323658534,36.79891145,-1.323649711,36.79895556
Feature,61_2,langata road 2-secondary,LineString,36.79899967,-1.323632065,36.79904379,-1.323623242,36.7990879,-1.32361442,36.79913195,-1.323605296,36.79917594,-1.323595869,36.79921993,-1.323586443,36.79926397,-1.323577229,36.79930809,-1.323568474,36.79935222,-1.323559718,36.79939635,-1.323550963,36.79944048,-1.323542207,36.7994846,-1.323533452,36.79952873,-1.323524696,36.79957286,-1.323515941,36.79961699,-1.323507185,36.79966111,-1.32349843,36.79970524,-1.323489674,36.79974937,-1.323480919,36.7997935,-1.323472163,36.79983763,-1.323463408,36.79988175,-1.323454652,36.79992588
Feature,61_3,langata road 2-secondary,LineString,36.79997001,-1.323437141,36.80001414,-1.323428386,36.80005826,-1.32341963,36.80010239,-1.323410875,36.80014652,-1.323402119,36.80019065,-1.323393364,36.80023477,-1.323384608,36.8002789,-1.323375853,36.80032303,-1.323367097,36.80036716,-1.323358342,36.80041129,-1.323349586,36.80045541,-1.323340831,36.80049954,-1.323332075,36.80054355,-1.323322763,36.80058753,-1.323313278,36.80063151,-1.323303793,36.80067548,-1.323294308,36.80071946,-1.323284823,36.80076344,-1.323275337,36.80080741,-1.323265852,36.80085139,-1.323256367,36.80089537
Feature,31_1,langata road 2-secondary,LineString,36.80093934,-1.323237397,36.80098332,-1.323227912,36.80102735,-1.323218725,36.80107168,-1.323211042,36.80111601,-1.323203359,36.80116033,-1.323195675,36.80120466,-1.323187992,36.80124899,-1.323180309,36.80129332,-1.323172625,36.80133764,-1.323164942,36.80138197,-1.323157259,36.8014263,-1.323149575,36.80147062,-1.323141892,36.80151495,-1.323134209,36.80155928,-1.323126525,36.8016036,-1.323118842,36.80164793,-1.323111159,36.80169226,-1.323103475,36.80173658,-1.323095792,36.80178096,-1.323088412,36.80182548,-1.323081959,36.80187001
Feature,31_2,langata road 2-secondary,LineString,36.80191453,-1.323069054,36.80195905,-1.323062601,36.80200357,-1.323056149,36.8020481,-1.323049696,36.80209262,-1.323043244,36.80213714,-1.323036791,36.80218166,-1.323030339,36.80222619,-1.323023886,36.80227071,-1.323017433,36.80231523,-1.323010981,36.80235976,-1.323004528,36.80240428,-1.322998076,36.8024488,-1.322991623,36.8024929,-1.322982847,36.80253686,-1.32297329,36.80258083,-1.322963734,36.80262479,-1.322954177,36.80266875,-1.32294462,36.80271271,-1.322935063,36.80275667,-1.322925507,36.80280063,-1.32291595,36.80284459
Feature,31_3,langata road 2-secondary,LineString,36.80288855,-1.322896836,36.80293251,-1.32288728,36.80297648,-1.322877723,36.80302044,-1.322868166,36.8030644,-1.322858609,36.80310836,-1.322849052,36.80315232,-1.322839496,36.80319628,-1.322829939,36.80324024,-1.322820382,36.8032842,-1.322810825,36.80332816,-1.322801269,36.80337213,-1.322791712,36.80341687,-1.322787831,36.80346178,-1.32278519,36.80350669,-1.322782548,36.8035516,-1.322779894,36.80359648,-1.322776901,36.80364137,-1.322773909,36.80368626,-1.322770916,36.80373107,-1.322766993,36.80377585,-1.32276266,36.80382063
Feature,78_1,langata road 2-secondary,LineString,36.81268263,-1.317167367,36.81271444,-1.317135556,36.81274626,-1.317103745,36.81277807,-1.317071933,36.81280988,-1.317040122,36.81284173,-1.31700835,36.81287426,-1.31697728,36.8129068,-1.31694621,36.81293933,-1.31691514,36.81297187,-1.31688407,36.81300441,-1.316853,36.81303694,-1.31682193,36.81306948,-1.31679086,36.81310201,-1.31675979,36.81313455,-1.31672872,36.81316708,-1.31669765,36.81319962,-1.31666658,36.81323215,-1.31663551,36.81326469,-1.31660444,36.81329723,-1.31657337,36.81332976,-1.3165423,36.8133623
Feature,78_2,langata road 2-secondary,LineString,36.81339483,-1.31648016,36.81342737,-1.31644909,36.8134599,-1.31641802,36.81349244,-1.31638695,36.81352497,-1.31635588,36.81355751,-1.31632481,36.81359005,-1.31629374,36.81362258,-1.31626267,36.81365512,-1.3162316,36.81368765,-1.31620053,36.81372019,-1.31616946,36.81375272,-1.31613839,36.81378526,-1.31610732,36.81381779,-1.31607625,36.81385033,-1.31604518,36.81388287,-1.31601411,36.8139154,-1.31598304,36.81394794,-1.31595197,36.81398112,-1.315921589,36.81401434,-1.315891255,36.81404756,-1.315860921,36.81408079
Feature,78_3,langata road 2-secondary,LineString,36.81411401,-1.315800253,36.81414723,-1.315769919,36.81418041,-1.315739538,36.81421013,-1.315705765,36.81423985,-1.315671992,36.81426957,-1.315638219,36.81429929,-1.315604446,36.81432901,-1.315570673,36.81435873,-1.3155369,36.81438845,-1.315503127,36.8144165,-1.315467999,36.81444349,-1.315432009,36.81447049,-1.315396018,36.81449748,-1.315360028,36.81452447,-1.315324038,36.81455109,-1.315287817,36.81457121,-1.315247578,36.81459133,-1.31520734,36.81461214,-1.315167459,36.81463347,-1.315127848,36.8146548,-1.315088238,36.81467612
Feature,46_1,langata road 2-secondary,LineString,36.81514998,-1.314128827,36.81517035,-1.314088713,36.81519067,-1.314048579,36.81520988,-1.314007899,36.81522909,-1.313967219,36.8152483,-1.313926538,36.81526751,-1.313885858,36.81528672,-1.313845178,36.81530593,-1.313804498,36.81532514,-1.313763817,36.81534435,-1.313723137,36.81536365,-1.313682499,36.81538333,-1.313642044,36.81540301,-1.313601589,36.81542269,-1.313561135,36.81544237,-1.31352068,36.81546205,-1.313480225,36.81548173,-1.313439771,36.81550141,-1.313399316,36.81552109,-1.313358861,36.8155407,-1.313318371,36.81555842
Feature,46_2,langata road 2-secondary,LineString,36.81557614,-1.313235671,36.81559386,-1.31319432,36.81560713,-1.31315147,36.81561804,-1.313107825,36.81562895,-1.313064181,36.81563669,-1.313019875,36.81564487,-1.312975644,36.81565369,-1.312931529,36.81565884,-1.312887219,36.81565477,-1.312842415,36.81565069,-1.312797612,36.81562759,-1.312760125,36.815605,-1.31272251,36.81559264,-1.312679253,36.815585,-1.312634991,36.81558265,-1.312590729,36.81559501,-1.312547472,36.81561488,-1.312507687,36.81563983,-1.312470255,36.81567718,-1.312445215,36.81571666,-1.312424448,36.81575934
Feature,46_3,langata road 2-secondary,LineString,36.81597401,-1.312357085,36.81601039,-1.312330624,36.81604677,-1.312304164,36.816083,-1.3122775,36.81611756,-1.3122487,36.81615212,-1.312219899,36.81618668,-1.312191098,36.81621829,-1.312159266,36.81624806,-1.312125532,36.81627782,-1.312091799,36.81630759,-1.312058065,36.81633735,-1.312024331,36.81636616,-1.311989795,36.81639427,-1.311954665,36.81642237,-1.311919535,36.81645048,-1.311884406,36.81647858,-1.311849276,36.81650668,-1.311814147,36.81653441,-1.311778721,36.81656209,-1.311743257,36.81658977,-1.311707792,36.81661745
Feature,46_4,langata road 2-secondary,LineString,36.81664513,-1.311636863,36.81667281,-1.311601398,36.81670049,-1.311565933,36.81672817,-1.311530469,36.81675585,-1.311495004,36.81678353,-1.311459539,36.81681121,-1.311424075,36.81683893,-1.311388639,36.81686672,-1.311353264,36.81689452,-1.311317889,36.81692231,-1.311282515,36.8169501,-1.31124714,36.8169779,-1.311211765,36.81700569,-1.31117639,36.81703349,-1.311141015,36.81706128,-1.311105641,36.81708908,-1.311070266,36.81711687,-1.311034891,36.81714467,-1.310999516,36.81717246,-1.310964141,36.81720025,-1.310928767,36.81722805
Feature,67_1,langata road 2-secondary,LineString,36.82458234,-1.305408463,36.82462687,-1.305402051,36.8246714,-1.305395639,36.82471592,-1.305389227,36.82476045,-1.305382815,36.82480508,-1.305377213,36.8248498,-1.305372245,36.82489451,-1.305367277,36.82493922,-1.305362309,36.82498375,-1.305356041,36.82502813,-1.305348645,36.82507251,-1.305341249,36.82511688,-1.305333853,36.82516126,-1.305326457,36.82520564,-1.305319098,36.82525006,-1.30531199,36.82529449,-1.305304882,36.82533891,-1.305297775,36.82538333,-1.305290667,36.82542775,-1.305283559,36.82547192,-1.305275128,36.82551584
Feature,29_6,latema road-tertiary,LineString,36.82537368,-1.282315548,36.82534875,-1.282352436,36.82532382,-1.282389324,36.82529889,-1.282426213,36.82527354,-1.282462798,36.82524716,-1.282498669,36.82522079,-1.282534539,36.82519442,-1.28257041,36.82516805,-1.282606281,36.82514168,-1.282642151,36.8251153,-1.28267802,36.82508893,-1.282713889,36.82506255,-1.282749757,36.82503618,-1.282785626,36.82500929,-1.282821105,36.82498194,-1.282856232,36.82495458,-1.282891359,36.82492723,-1.282926487,36.82489988,-1.282961614,36.82487299,-1.282997099,36.82484627,-1.283032709,36.82481954
Feature,53_4,likoni road-secondary,LineString,36.8556,-1.29539,36.85559789,-1.29539211,36.85556608,-1.295423919,36.85553427,-1.295455728,36.85550663,-1.295491154,36.85549363,-1.295533324,36.85548518,-1.295577509,36.85547674,-1.295621693,36.85546829,-1.295665878,36.85545984,-1.295710062,36.85545139,-1.295754247,36.85544295,-1.295798432,36.8554345,-1.295842616,36.85542605,-1.295886801,36.85541761,-1.295930985,36.85540916,-1.29597517,36.85540071,-1.296019354,36.85539226,-1.296063539,36.85538382,-1.296107723,36.85537537,-1.296151908,36.85536653,-1.296196012,36.855357
Feature,142_1,limuru road 1a-secondary,LineString,36.81265584,-1.240236273,36.81269153,-1.240263672,36.81272721,-1.24029107,36.81276289,-1.240318469,36.81279857,-1.240345868,36.81283409,-1.24037347,36.81286839,-1.240402576,36.8129027,-1.240431682,36.812937,-1.240460788,36.8129713,-1.240489894,36.81300561,-1.240519,36.81303991,-1.240548106,36.81307421,-1.240577212,36.81310852,-1.240606318,36.81314282,-1.240635424,36.8131671,-1.240671306,36.81319107,-1.240708971,36.81321753,-1.240745355,36.81324399,-1.240781738,36.81327045,-1.240818121,36.81329691,-1.240854504,36.81332337
Feature,142_2,limuru road 1a-secondary,LineString,36.81334615,-1.240929602,36.81336769,-1.240969097,36.81338923,-1.241008591,36.81340572,-1.241050433,36.81342203,-1.241092362,36.81343834,-1.24113429,36.81345464,-1.241176219,36.81346732,-1.2412193,36.81347824,-1.241262944,36.81348915,-1.241306589,36.81350006,-1.241350233,36.81351097,-1.241393877,36.81352202,-1.241437487,36.81353371,-1.241480927,36.81354541,-1.241524368,36.8135571,-1.241567809,36.8135688,-1.24161125,36.81358049,-1.241654691,36.81359156,-1.241698275,36.8135999,-1.241742483,36.81360824,-1.24178669,36.81361658
Feature,142_3,limuru road 1a-secondary,LineString,36.81362493,-1.241875106,36.81363327,-1.241919313,36.81364161,-1.241963521,36.81364995,-1.242007728,36.81365829,-1.242051936,36.81366663,-1.242096144,36.81367497,-1.242140351,36.81368331,-1.242184559,36.8136916,-1.242228777,36.81369964,-1.242273039,36.81370769,-1.242317301,36.81371574,-1.242361563,36.81372379,-1.242405825,36.81373183,-1.242450087,36.81373988,-1.242494349,36.81374793,-1.242538611,36.81375598,-1.242582873,36.81376402,-1.242627135,36.81377195,-1.242671419,36.81377952,-1.242715765,36.81378709,-1.242760111,36.81379466
Feature,139_1,limuru road 1a-secondary,LineString,36.82165967,-1.267746376,36.8216209,-1.267768832,36.82158313,-1.267793271,36.82154536,-1.267817711,36.82150759,-1.267842151,36.82147036,-1.267867369,36.82143463,-1.267894697,36.82139889,-1.267922025,36.82136315,-1.267949352,36.82132742,-1.26797668,36.82129116,-1.268003298,36.82125441,-1.268029242,36.82121765,-1.268055186,36.8211809,-1.268081129,36.82114415,-1.268107073,36.82110891,-1.268135025,36.82107386,-1.268163233,36.82103882,-1.26819144,36.82100377,-1.268219648,36.82096872,-1.268247856,36.82093368,-1.268276063,36.82089863
Feature,139_2,limuru road 1a-secondary,LineString,36.82086359,-1.268332479,36.82082854,-1.268360686,36.8207935,-1.268388894,36.82075845,-1.268417102,36.8207253,-1.268447046,36.82070035,-1.268484478,36.82067539,-1.26852191,36.82065044,-1.268559342,36.82062548,-1.268596774,36.82060053,-1.268634206,36.82057557,-1.268671638,36.82055656,-1.26871225,36.82053926,-1.268753777,36.82052196,-1.268795304,36.8205081,-1.268838084,36.82049468,-1.268881024,36.82048126,-1.268923964,36.82046806,-1.268966969,36.82045602,-1.269010315,36.82044398,-1.269053662,36.82043194,-1.269097008,36.82041996
Feature,139_3,limuru road 1a-secondary,LineString,36.82041499,-1.269185078,36.82041002,-1.269229791,36.82040506,-1.269274503,36.82040009,-1.269319216,36.82040232,-1.269364137,36.82040469,-1.269409063,36.82040705,-1.269453988,36.82040942,-1.269498914,36.82041113,-1.269543867,36.82041263,-1.26958883,36.82041413,-1.269633793,36.82041563,-1.269678755,36.82041712,-1.269723718,36.82041862,-1.269768681,36.82042,-1.269813645,36.82042,-1.269858633,36.82042,-1.269903621,36.82042,-1.269948608,36.82042,-1.269993596,36.82042,-1.270038584,36.82042318,-1.27008342,36.82042745
Feature,48_1,limuru road 1a-secondary,LineString,36.82288954,-1.27317071,36.8229137,-1.273208664,36.82293785,-1.273246619,36.82295943,-1.273286081,36.82298076,-1.273325692,36.82300209,-1.273365302,36.82302341,-1.273404912,36.82304474,-1.273444523,36.82306607,-1.273484133,36.82308803,-1.273523385,36.82311118,-1.273561961,36.82313432,-1.273600538,36.82315747,-1.273639114,36.82317713,-1.273679359,36.82319268,-1.273721573,36.82320824,-1.273763787,36.82322379,-1.273806001,36.82323934,-1.273848214,36.8232511,-1.27389163,36.82326269,-1.273935099,36.82327428,-1.273978567,36.82328175
Feature,48_2,limuru road 1a-secondary,LineString,36.8232852,-1.274067594,36.82328865,-1.274112449,36.8232921,-1.274157304,36.82329555,-1.274202159,36.823299,-1.274247014,36.82329711,-1.274291833,36.82329303,-1.274336635,36.82328896,-1.274381438,36.82328489,-1.274426241,36.82328081,-1.274471044,36.82327674,-1.274515847,36.82327267,-1.27456065,36.8232686,-1.274605453,36.82326452,-1.274650256,36.82326045,-1.274695059,36.82325342,-1.274739481,36.82324602,-1.274783857,36.8232389,-1.274828273,36.82323295,-1.274872866,36.82322701,-1.274917459,36.82322106,-1.274962052,36.82321511
Feature,95_6,loita street-residential,LineString,36.8186182,-1.2857323,36.81860201,-1.285702643,36.81858062,-1.285663454,36.81855923,-1.285624266,36.81853783,-1.285585077,36.81851644,-1.285545889,36.81849505,-1.2855067,36.81847366,-1.285467512,36.81845227,-1.285428323,36.81843087,-1.285389135,36.81840948,-1.285349946,36.81838809,-1.285310758,36.8183667,-1.285271569,36.8183459,-1.285232082,36.81832728,-1.285191504,36.81830865,-1.285150927,36.81829003,-1.285110349,36.81827141,-1.285069771,36.81825258,-1.285029294,36.81823214,-1.284989602,36.81821169,-1.28494991,36.81819125
Feature,67_2,lusaka road-secondary,LineString,36.82683,-1.3048,36.82685326,-1.304784493,36.82687895,-1.304748419,36.82691036,-1.304718365,36.82694937,-1.304696074,36.82698924,-1.304675382,36.82702942,-1.304655288,36.82706961,-1.304635195,36.82711025,-1.304616039,36.82715104,-1.304597211,36.82719184,-1.304578383,36.82723263,-1.304559554,36.82727343,-1.304540726,36.82731422,-1.304521898,36.82735502,-1.304503069,36.82739581,-1.304484241,36.82743661,-1.304465413,36.82747729,-1.304446355,36.82751748,-1.304426262,36.82755766,-1.304406168,36.82759785,-1.304386075,36.82763804
Feature,67_3,lusaka road-secondary,LineString,36.82763804,-1.304365982,36.82767822,-1.304345888,36.82771841,-1.304325795,36.8277586,-1.304305702,36.82779878,-1.304285608,36.82783897,-1.304265515,36.82787916,-1.304245422,36.82791934,-1.304225328,36.82795953,-1.304205235,36.82799972,-1.304185141,36.82803998,-1.304165199,36.82808047,-1.304145719,36.82812095,-1.304126239,36.82816144,-1.30410676,36.82820193,-1.30408728,36.82824242,-1.3040678,36.8282829,-1.30404832,36.82832339,-1.30402884,36.82836388,-1.30400936,36.82840437,-1.30398988,36.82844485,-1.3039704,36.82848534
Feature,8_4,lusaka road-secondary,LineString,36.84088636,-1.293615273,36.8408933,-1.293570881,36.84090024,-1.29352649,36.84090717,-1.293482098,36.84091411,-1.293437707,36.84092089,-1.293393293,36.84092683,-1.293348757,36.84093277,-1.293304222,36.84093871,-1.293259686,36.84094465,-1.29321515,36.84095058,-1.293170614,36.84095652,-1.293126078,36.84096339,-1.29308169,36.84097157,-1.293037511,36.84097975,-1.292993332,36.84098793,-1.292949153,36.84099612,-1.292904974,36.8410043,-1.292860795,36.84101159,-1.292816482,36.84101684,-1.292771859,36.84102209,-1.292727237,36.84102734
Feature,46_5,mai mahiu road 1-residential,LineString,36.81791559,-1.31401368,36.81788258,-1.31398323,36.81784956,-1.31395278,36.81781655,-1.31392233,36.81778354,-1.31389188,36.81775053,-1.313861431,36.81771752,-1.313830981,36.81768451,-1.313800531,36.8176515,-1.313770081,36.81761849,-1.313739631,36.81758548,-1.313709181,36.81755246,-1.313678731,36.81751937,-1.313648379,36.81748466,-1.313619882,36.81744995,-1.313591385,36.81741524,-1.313562888,36.81738052,-1.313534391,36.81734581,-1.313505894,36.8173111,-1.313477397,36.81727639,-1.3134489,36.81724168,-1.313420403,36.81720697
Feature,122_1,makindi road-residential,LineString,36.7689017,-1.3003844,36.76890121,-1.300368989,36.76889978,-1.300324018,36.76889835,-1.300279048,36.76889692,-1.300234078,36.76889548,-1.300189107,36.76889405,-1.300144137,36.76889262,-1.300099166,36.76889119,-1.300054196,36.76888976,-1.300009226,36.76888833,-1.299964255,36.7688869,-1.299919285,36.76888547,-1.299874315,36.76888403,-1.299829344,36.7688826,-1.299784374,36.76888117,-1.299739403,36.76887974,-1.299694433,36.76887831,-1.299649463,36.76887688,-1.299604492,36.76887545,-1.299559522,36.76887402,-1.299514551,36.76887258
Feature,95_7,market street-residential,LineString,36.81982,-1.28381,36.81980829,-1.283815665,36.81976822,-1.283835053,36.81972816,-1.28385444,36.81968809,-1.283873827,36.81964802,-1.283893214,36.81960796,-1.283912601,36.81956789,-1.283931989,36.81952782,-1.283951376,36.81948769,-1.283970624,36.8194475,-1.28398976,36.81940732,-1.284008897,36.81936713,-1.284028034,36.81932694,-1.284047171,36.81928675,-1.284066307,36.81924657,-1.284085444,36.81920638,-1.284104581,36.81916619,-1.284123717,36.81912601,-1.284142854,36.81908582,-1.284161991,36.81904563,-1.284181127,36.81900545
Feature,95_8,market street-residential,LineString,36.81900545,-1.284200264,36.81896526,-1.284219401,36.81892507,-1.284238537,36.81888488,-1.284257674,36.81884602,-1.284279349,36.81880734,-1.284301374,36.81876866,-1.2843234,36.81872998,-1.284345426,36.8186913,-1.284367451,36.81865263,-1.284389477,36.81861395,-1.284411503,36.81857527,-1.284433528,36.81853659,-1.284455554,36.81849791,-1.28447758,36.81845923,-1.284499605,36.81842055,-1.284521631,36.81838187,-1.284543657,36.81834319,-1.284565682,36.81830451,-1.284587708,36.81826583,-1.284609734,36.81822715,-1.284631759,36.81818847
Feature,127_3,market street-residential,LineString,36.81815475,-1.284680503,36.81813484,-1.284720315,36.81810999,-1.284755284,36.81807062,-1.28477606,36.81803126,-1.284796836,36.81799189,-1.284817612,36.81795253,-1.284838388,36.81791316,-1.284859163,36.8178738,-1.284879939,36.81783443,-1.284900715,36.81779507,-1.284921491,36.81775571,-1.284942267,36.81771634,-1.284963043,36.81767698,-1.284983818,36.81763761,-1.285004594,36.81759825,-1.28502537,36.81755888,-1.285046146,36.81751952,-1.285066922,36.81748015,-1.285087697,36.81744079,-1.285108473,36.81740142,-1.285129249,36.8173618
Feature,101_1,mbagathi road-residential,LineString,36.8050404,-1.2975297,36.80504041,-1.297537497,36.80504047,-1.297582364,36.80504054,-1.29762723,36.8050406,-1.297672097,36.80504067,-1.297716963,36.80504073,-1.29776183,36.80504079,-1.297806696,36.80504086,-1.297851562,36.80504092,-1.297896429,36.80504098,-1.297941295,36.80504105,-1.297986162,36.80504111,-1.298031028,36.80504118,-1.298075895,36.80504124,-1.298120761,36.8050413,-1.298165628,36.80504137,-1.298210494,36.80504143,-1.298255361,36.8050415,-1.298300227,36.80504156,-1.298345093,36.80504162,-1.29838996,36.80504169
Feature,41_1,mbagathi road-residential,LineString,36.80459246,-1.305322937,36.80458616,-1.305367358,36.80457919,-1.305411642,36.8045673,-1.305454905,36.80455541,-1.305498168,36.80454353,-1.305541432,36.80453164,-1.305584695,36.80451976,-1.305627958,36.80450787,-1.305671222,36.80449598,-1.305714485,36.80448442,-1.305757836,36.80447293,-1.305801205,36.80446143,-1.305844575,36.80444994,-1.305887944,36.80443845,-1.305931313,36.80442695,-1.305974682,36.80441546,-1.306018051,36.80440396,-1.30606142,36.80439247,-1.306104789,36.80437447,-1.306145728,36.8043547,-1.306186003,36.80433493
Feature,46_6,mbagathi way-secondary,LineString,36.81551,-1.3125,36.81547255,-1.312517023,36.81543159,-1.312535641,36.81539063,-1.312554259,36.81534967,-1.312572877,36.81530871,-1.312591495,36.81526787,-1.312610373,36.81522713,-1.31262947,36.81518639,-1.312648566,36.81514565,-1.312667663,36.81510491,-1.312686759,36.81506417,-1.312705856,36.81502344,-1.312724952,36.8149827,-1.312744049,36.8149411,-1.31276113,36.81489911,-1.312777299,36.81485712,-1.312793468,36.81481514,-1.312809637,36.81477315,-1.312825806,36.81473116,-1.312841975,36.81468918,-1.312858144,36.81464719
Feature,11_1,mbagathi way-secondary,LineString,36.80902984,-1.314704692,36.80898503,-1.314700738,36.80894021,-1.314696783,36.80889539,-1.314692828,36.80885057,-1.314688874,36.80880575,-1.314684919,36.80876093,-1.314680965,36.8087164,-1.314674694,36.80867196,-1.314667677,36.80862751,-1.31466066,36.80858307,-1.314653643,36.8085392,-1.314644056,36.80849594,-1.314631696,36.80845267,-1.314619335,36.80840978,-1.31460591,36.808368,-1.3145892,36.80832623,-1.314572491,36.80828368,-1.314557893,36.80824208,-1.31454104,36.80820184,-1.314520919,36.8081616,-1.314500798,36.80812254
Feature,11_2,mbagathi way-secondary,LineString,36.80808485,-1.314454033,36.80804716,-1.314429455,36.80800948,-1.314404877,36.80797179,-1.314380299,36.8079341,-1.314355721,36.80789853,-1.314328535,36.80786672,-1.31429672,36.80783491,-1.314264905,36.80780309,-1.31423309,36.80777128,-1.314201276,36.80773946,-1.314169461,36.80770765,-1.314137646,36.80767583,-1.314105832,36.80764402,-1.314074017,36.8076122,-1.314042202,36.80758039,-1.314010387,36.80754857,-1.313978573,36.80751676,-1.313946758,36.80748494,-1.313914943,36.80745313,-1.313883128,36.80742131,-1.313851314,36.80739079
Feature,11_3,mbagathi way-secondary,LineString,36.80736098,-1.313784585,36.80733117,-1.313750886,36.80730136,-1.313717186,36.80727155,-1.313683487,36.80724173,-1.313649787,36.80721192,-1.313616088,36.80718211,-1.313582388,36.80715451,-1.313546865,36.80712708,-1.313511203,36.80709965,-1.31347554,36.80707273,-1.3134395,36.80704712,-1.313402508,36.80702151,-1.313365515,36.8069959,-1.313328522,36.80697218,-1.313290307,36.80694904,-1.313251726,36.80692589,-1.313213145,36.80690274,-1.313174564,36.80687959,-1.313135983,36.80685644,-1.313097402,36.80683329,-1.313058821,36.80681014
Feature,85_1,mbagathi way-secondary,LineString,36.80678733,-1.31298146,36.80676452,-1.31294268,36.80674171,-1.312903899,36.80671889,-1.312865118,36.80669704,-1.3128258,36.80667579,-1.31278614,36.80665454,-1.31274648,36.8066333,-1.31270682,36.80661205,-1.312667159,36.8065908,-1.312627499,36.80656956,-1.312587839,36.8065487,-1.312547975,36.80652816,-1.312507945,36.80650761,-1.312467915,36.80648707,-1.312427886,36.80646653,-1.312387856,36.80644599,-1.312347826,36.80642545,-1.312307796,36.80640491,-1.312267766,36.80638436,-1.312227736,36.80636382,-1.312187706,36.80634328
Feature,85_2,mbagathi way-secondary,LineString,36.80632274,-1.312107646,36.8063022,-1.312067616,36.80628166,-1.312027587,36.80626111,-1.311987557,36.80624057,-1.311947527,36.80622003,-1.311907497,36.80619949,-1.311867467,36.80617895,-1.311827437,36.80615889,-1.311787165,36.80613921,-1.311746706,36.80611953,-1.311706247,36.80609984,-1.311665788,36.80608016,-1.311625328,36.80606048,-1.311584869,36.80604079,-1.31154441,36.80602111,-1.311503951,36.80600143,-1.311463492,36.805981,-1.311423415,36.80595955,-1.311383868,36.80593809,-1.311344321,36.80591663,-1.311304774,36.80589518
Feature,85_3,mbagathi way-secondary,LineString,36.80587372,-1.31122568,36.80585226,-1.311186133,36.80583081,-1.311146586,36.80580935,-1.311107038,36.80578789,-1.311067491,36.80576644,-1.311027944,36.80574498,-1.310988397,36.80572352,-1.31094885,36.80570207,-1.310909303,36.80568061,-1.310869756,36.80565916,-1.310830209,36.8056377,-1.310790661,36.80561624,-1.310751114,36.80559479,-1.310711567,36.80557333,-1.31067202,36.80555187,-1.310632473,36.80553042,-1.310592926,36.80550896,-1.310553379,36.8054875,-1.310513832,36.80546774,-1.310473436,36.80544889,-1.310432585,36.80543003
