date,time,latitude,longitude,sec,min,hour,day,month,year,wday,weekend,distance_from_centre,elevation,population_density
11-05-2018,18:51:16,-2.080497,37.61173,16,51,18,11,4,2018,5,0,1.123320474625565,-44.51357576881535,6317.6
12-02-2018,23:17:04,-1.819926,36.431455,4,17,23,12,1,2018,1,0,0.6583909782135529,-45.62485701281976,6317.6
24-04-2018,16:52:44,-0.956237,36.572948,44,52,16,24,3,2018,2,0,0.41069528695737534,-46.12122226439673,6317.6
13-08-2018,19:41:53,-2.384048,36.816766,53,41,19,13,7,2018,1,0,1.0976590951338216,-44.98318317738268,6317.6
18-09-2018,03:56:58,-2.067772,36.938933,58,56,3,18,8,2018,2,0,0.7908051067039212,-45.08438390895704,6317.6
20-10-2018,04:01:59,-2.151691,36.377598,59,1,4,20,9,2018,6,0,0.9705759588146615,-45.55241007892771,6317.6
16-09-2018,23:14:09,-1.615441,37.740852,9,14,23,16,8,2018,0,1,0.9804926049415145,-44.6320144636088,6317.6
14-03-2018,00:29:10,-1.895415,36.776021,10,29,0,14,2,2018,3,0,0.610418113656533,-45.28726820524763,6317.6
25-12-2018,01:14:55,-2.124273,36.85768,55,14,1,25,11,2018,2,0,0.8388601589687047,-45.32587246888146,6317.6
09-07-2018,07:02:44,-2.997237,37.083165,44,2,7,9,6,2018,1,0,1.7313942435124363,-44.45725985927893,6317.6
07-08-2018,12:27:29,-0.869312,37.129496,29,27,12,7,7,2018,2,0,0.5210255756275338,-45.68624213567856,6317.6
11-02-2018,01:06:24,-0.816892,37.091765,24,6,1,11,1,2018,0,1,0.5438756684877548,-45.64605597775774,6317.6
08-10-2018,05:50:38,-2.294025,37.490981,38,50,5,8,9,2018,1,0,1.2121386682471602,-44.55165618215231,6317.6
22-09-2018,08:24:29,-0.664361,36.998894,29,24,8,22,8,2018,6,0,0.6480148030909483,-45.84079298822441,6317.6
19-12-2018,10:02:59,-1.098224,37.042934,59,2,10,19,11,2018,3,0,0.293856296080247,-45.52394328590263,6317.6
25-02-2018,19:49:41,-0.69391,37.09832,41,49,19,25,1,2018,0,1,0.6557796038685569,-45.82737283122755,6317.6
10-07-2018,05:32:20,-1.564651,37.214659,20,32,5,10,6,2018,2,0,0.4851650386621023,-45.147870661614526,6317.6
21-05-2018,09:01:10,-2.868392,37.171788,10,1,9,21,4,2018,1,0,1.621249466070537,-44.52606156791556,6317.6
19-12-2018,19:22:07,-2.59904,37.00436,7,22,19,19,11,2018,3,0,1.3259234158012294,-44.76103077584197,6317.6
02-07-2018,01:31:38,-1.326146,36.402917,38,31,1,2,6,2018,1,0,0.416209179001373,-46.22244062253838,6317.6
29-03-2018,22:06:58,-1.98922,36.953377,58,6,22,29,2,2018,4,0,0.7158975668885886,-45.50771152723983,6317.6
27-09-2018,13:08:10,-2.099496,37.326559,10,8,13,27,8,2018,4,0,0.9594613876258932,-45.02354455818746,6317.6
04-05-2018,21:47:07,-2.774669,36.543881,7,47,21,4,4,2018,5,0,1.5131732245066984,-45.163449316494024,6317.6
27-02-2018,00:52:30,-2.671896,37.386712,30,52,0,27,1,2018,2,0,1.4979810974007666,-44.6873062231613,6317.6
13-02-2018,23:43:36,-1.132553,37.605935,36,43,23,13,1,2018,2,0,0.8035745975576917,-45.0154477320827,6317.6
02-02-2018,00:58:53,-2.214003,37.519457,53,58,0,2,1,2018,5,0,1.163443304915201,-44.79771960078403,6317.6
13-12-2018,20:04:15,-1.638647,36.69184,15,4,20,13,11,2018,4,0,0.3739072013922703,-45.50304513426451,6317.6
06-04-2018,17:35:31,-2.752634,36.385582,31,35,17,6,3,2018,5,0,1.5284594704819618,-45.236282219796884,6317.6
16-09-2018,16:16:32,-2.019151,37.215434,32,16,16,16,8,2018,0,1,0.8339737101162138,-44.85712909827917,6317.6
12-04-2018,05:05:36,-1.413912,37.191066,36,5,5,12,3,2018,4,0,0.39499456221320395,-45.22026783111838,6317.6
02-03-2018,11:49:47,-2.892182,37.2523,47,49,11,2,2,2018,5,0,1.6636896209263312,-44.61058260069227,6317.6
27-08-2018,00:08:28,-2.477661,36.798128,28,8,0,27,7,2018,1,0,1.191425027859076,-45.29350585391026,6317.6
10-04-2018,18:17:33,-2.168175,37.819095,33,17,18,10,3,2018,2,0,1.3346512856098398,-44.309251219903295,6317.6
07-04-2018,20:11:12,-1.150793,37.010408,12,11,20,7,3,2018,6,0,0.23602270958744606,-45.625860018568865,6317.6
15-09-2018,19:02:43,-1.95788,37.228578,43,2,19,15,8,2018,6,0,0.7874726021303854,-44.87547493057367,6317.6
16-10-2018,20:56:53,-1.268353,37.13302,53,56,20,16,9,2018,2,0,0.3163116224627261,-45.33110185435542,6317.6
23-01-2018,15:06:58,-1.558263,37.406519,58,6,15,23,0,2018,2,0,0.6489878639019417,-45.06602817186295,6317.6
13-11-2018,00:02:48,-2.560789,36.848483,48,2,0,13,10,2018,2,0,1.274783333590458,-44.85743491198476,6317.6
20-04-2018,01:51:23,-1.785472,37.540817,23,51,1,20,3,2018,5,0,0.879017700461713,-44.758343421647965,6317.6
21-07-2018,11:51:08,-1.911838,37.448237,8,51,11,21,6,2018,6,0,0.8884622219301169,-44.79396895512156,6317.6
28-02-2018,07:25:15,-2.984207,37.823729,15,25,7,28,1,2018,3,0,1.9737376444603785,-44.2066209262142,6317.6
26-11-2018,17:47:29,-0.577696,36.941528,29,47,17,26,10,2018,1,0,0.7195119882767763,-46.05711545499579,6317.6
08-02-2018,00:22:44,-2.295148,37.597186,44,22,0,8,1,2018,4,0,1.275122347639631,-44.46396476175821,6317.6
01-10-2018,09:19:37,-0.771566,36.630413,37,19,9,1,9,2018,1,0,0.5476684192364943,-46.41375983787248,6317.6
25-01-2018,18:06:26,-0.723914,36.642575,26,6,18,25,0,2018,4,0,0.5889652362652649,-46.21050648170289,6317.6
03-11-2018,21:40:22,-1.328222,36.832075,22,40,21,3,10,2018,6,0,0.04439123554261744,-45.82548033192179,6317.6
16-02-2018,01:28:45,-2.027041,36.938453,45,28,1,16,1,2018,5,0,0.7505078933655536,-45.08503156360661,6317.6
09-12-2018,03:28:30,-1.1807,36.64251,30,28,3,9,11,2018,0,1,0.20419303878927642,-45.85784481145722,6317.6
02-04-2018,05:52:20,-1.01418,37.84722,20,52,5,2,3,2018,1,0,1.065359826392005,-45.22606367806916,6317.6
02-03-2018,02:37:10,-1.481696,37.076242,10,37,2,2,2,2018,5,0,0.32440047257980537,-45.585642133207564,6317.6
20-03-2018,05:14:41,-1.20955,36.617292,41,14,5,20,2,2018,2,0,0.21418832060128717,-45.8464047473654,6317.6
27-12-2018,03:25:03,-1.670505,37.044508,3,25,3,27,11,2018,4,0,0.4463222744620761,-45.47976307192861,6317.6
06-03-2018,17:54:01,-1.012916,37.706434,1,54,17,6,2,2018,2,0,0.9303137558103748,-45.1633028066259,6317.6
20-12-2018,17:45:07,-2.86835,37.879231,7,45,17,20,11,2018,4,0,1.9053770224249575,-43.90114449804953,6317.6
11-01-2018,16:18:41,-1.765454,37.861847,41,18,16,11,0,2018,4,0,1.1492356484207222,-44.48104747670943,6317.6
08-11-2018,00:49:31,-3.046124,36.953879,31,49,0,8,10,2018,4,0,1.7650331817167064,-44.55356066211055,6317.6
07-11-2018,20:30:48,-2.432461,37.484695,48,30,20,7,10,2018,3,0,1.326272935699136,-44.5042358855433,6317.6
07-08-2018,07:50:33,-2.937023,36.77997,33,50,7,7,7,2018,2,0,1.651054326170099,-44.78195812979629,6317.6
18-01-2018,10:21:49,-1.769372,37.160717,49,21,10,18,0,2018,4,0,0.592672511868907,-45.05680118508046,6317.6
10-07-2018,10:37:25,-2.078369,37.613442,25,37,10,10,6,2018,2,0,1.1230302829225047,-44.529704811685455,6317.6
04-12-2018,13:31:27,-2.388681,37.388251,27,31,13,4,11,2018,2,0,1.2414187972026194,-44.711969963630324,6317.6
10-04-2018,15:51:33,-2.936146,36.749221,33,51,15,10,3,2018,2,0,1.6511579061534363,-44.74846785178106,6317.6
05-01-2019,15:44:07,-2.062318,37.764956,7,44,15,5,0,2019,6,0,1.2248525022752734,-44.55591240044217,6317.6
02-02-2018,02:52:05,-1.711908,37.436037,5,52,2,2,1,2018,5,0,0.7509974606861202,-45.15922084594461,6317.6
06-03-2018,01:31:52,-2.315718,36.383392,52,31,1,6,2,2018,2,0,1.1170172455257787,-45.496235641036236,6317.6
01-10-2018,18:13:57,-1.17487,37.524789,57,13,18,1,9,2018,1,0,0.7163003083323362,-45.45130677752489,6317.6
21-02-2018,17:32:25,-0.577619,36.41157,25,32,17,21,1,2018,3,0,0.8166451305854954,-46.36887474277038,6317.6
28-11-2018,12:58:25,-1.873711,36.991175,25,58,12,28,10,2018,3,0,0.6125409618858153,-45.4766067323173,6317.6
10-11-2018,12:10:07,-2.242808,37.575171,7,10,12,10,10,2018,6,0,1.2203370330629972,-44.468627761485386,6317.6
11-01-2018,10:02:51,-0.566748,37.138065,51,2,10,11,0,2018,4,0,0.7879230659429887,-45.7439536305507,6317.6
21-11-2018,04:37:36,-3.004819,37.709358,36,37,4,21,10,2018,3,0,1.9362093180038684,-43.99876972701502,6317.6
20-11-2018,19:30:42,-0.737733,37.686879,42,30,19,20,10,2018,2,0,1.028263081449489,-45.17097011907799,6317.6
17-07-2018,21:25:12,-1.238767,37.741465,12,25,21,17,6,2018,2,0,0.9254680596584623,-44.83526971019608,6317.6
07-02-2018,03:12:01,-1.424564,37.350043,1,12,3,7,1,2018,3,0,0.5504448047034335,-45.190968408037634,6317.6
19-09-2018,14:17:50,-2.20617,37.577466,50,17,14,19,8,2018,3,0,1.1933006775368915,-44.4873214635674,6317.6
03-06-2018,20:22:16,-2.367964,37.055171,16,22,20,3,5,2018,0,1,1.1074401705415067,-45.03533486706574,6317.6
04-11-2018,11:34:56,-1.754697,36.867935,56,34,11,4,10,2018,0,1,0.47104574067493743,-45.50444751444472,6317.6
02-11-2018,11:43:31,-2.087521,36.858573,31,43,11,2,10,2018,5,0,0.8021984192978694,-45.40554440684737,6317.6
09-01-2018,07:54:11,-2.565733,37.821873,11,54,7,9,0,2018,2,0,1.6266661282623414,-44.10190220973406,6317.6
01-05-2018,21:53:57,-2.490908,36.789535,57,53,21,1,4,2018,2,0,1.2048371868036778,-45.26984405085305,6317.6
12-04-2018,11:27:29,-0.816949,37.731421,29,27,11,12,3,2018,4,0,1.0276827802410615,-45.092840104424596,6317.6
09-07-2018,20:01:55,-2.176665,37.54856,55,1,20,9,6,2018,1,0,1.1521480650268023,-44.5477387211621,6317.6
10-04-2018,18:33:58,-0.963603,36.830486,58,33,18,10,3,2018,2,0,0.32305836773716307,-45.80187304712029,6317.6
28-10-2018,16:00:38,-1.247166,37.828433,38,0,16,28,9,2018,0,1,1.0119704085737866,-45.042696188309115,6317.6
17-05-2018,10:59:53,-0.910962,36.615262,53,59,10,17,4,2018,4,0,0.42630233150898766,-45.964756210843674,6317.6
30-12-2018,02:14:38,-2.72819,37.350787,38,14,2,30,11,2018,0,1,1.537361592370838,-44.86198060106607,6317.6
19-08-2018,10:07:40,-2.241897,36.853414,40,7,10,19,7,2018,0,1,0.956193142908377,-45.08032332742895,6317.6
10-12-2018,12:09:04,-2.271996,37.423165,4,9,12,10,11,2018,1,0,1.156973148267927,-44.57739197738176,6317.6
14-08-2018,06:40:00,-2.65891,36.784313,0,40,6,14,7,2018,2,0,1.3729154975966293,-44.85454543087332,6317.6
06-07-2018,00:18:09,-1.930397,36.470172,9,18,0,6,6,2018,5,0,0.7315672905926017,-45.65166722828202,6317.6
12-06-2018,07:09:04,-1.166591,36.529365,4,9,7,12,5,2018,2,0,0.3117912586459088,-45.908325017811826,6317.6
28-11-2018,23:49:31,-3.003833,36.594152,31,49,23,28,10,2018,3,0,1.7318702503874241,-45.26002143280802,6317.6
05-01-2019,15:47:45,-1.568187,36.346844,45,47,15,5,0,2019,6,0,0.5483306634185263,-45.99740698400062,6317.6
19-06-2018,18:31:47,-2.536909,36.572602,47,31,18,19,5,2018,2,0,1.2742212147194056,-45.15737136647103,6317.6
29-05-2018,14:49:02,-1.14251,36.998164,2,49,14,29,4,2018,2,0,0.23117268896217297,-45.872785027458306,6317.6
05-04-2018,20:34:49,-0.565648,37.716184,49,34,20,5,3,2018,4,0,1.1522145931214376,-45.44558346351659,6317.6
19-08-2018,22:43:23,-1.634209,37.68149,23,43,22,19,7,2018,0,1,0.9316309353434957,-44.69977422161132,6317.6
07-06-2018,09:36:20,-2.657512,36.761214,20,36,9,7,5,2018,4,0,1.3722664789354873,-44.961339846497495,6317.6
26-11-2018,07:45:32,-1.766371,37.413194,32,45,7,26,10,2018,1,0,0.765221636628891,-45.06668659176273,6317.6
20-02-2018,09:33:28,-2.247191,36.861377,28,33,9,20,1,2018,2,0,0.961816021347118,-45.09260512182954,6317.6
04-01-2019,16:49:14,-0.88917,37.255674,14,49,16,4,0,2019,5,0,0.591626751729501,-45.68651362536609,6317.6
07-01-2019,19:03:42,-2.787527,37.243635,42,3,19,7,0,2019,1,0,1.5605263499178725,-44.49438185586864,6317.6
27-04-2018,17:55:30,-1.48763,37.156618,30,55,17,27,3,2018,5,0,0.39457180095136324,-45.471089435486284,6317.6
18-10-2018,12:17:25,-2.399218,37.281684,25,17,12,18,9,2018,4,0,1.2058658315758017,-44.617310296283904,6317.6
07-07-2018,18:44:49,-2.950277,37.045976,49,44,18,7,6,2018,6,0,1.6795389878037965,-44.559273425929355,6317.6
18-02-2018,12:51:23,-1.590528,37.508291,23,51,12,18,1,2018,0,1,0.7550334508781725,-44.85687156679272,6317.6
04-08-2018,18:17:44,-1.764235,36.99073,44,17,18,4,7,2018,6,0,0.5083713984529423,-45.399141002262034,6317.6
04-01-2019,14:44:04,-2.381197,36.740364,4,44,14,4,0,2019,5,0,1.0975025570562464,-45.23963546038924,6317.6
29-07-2018,08:02:46,-1.862912,37.160462,46,2,8,29,6,2018,0,1,0.6709633228798745,-45.387234925833205,6317.6
24-02-2018,01:10:43,-0.826103,37.414144,43,10,1,24,1,2018,6,0,0.7537757504967921,-45.45454920730066,6317.6
28-03-2018,05:33:13,-0.760105,37.615684,13,33,5,28,2,2018,3,0,0.9563026807329388,-45.4592120115336,6317.6
06-09-2018,23:24:55,-2.528467,37.103622,55,24,23,6,8,2018,4,0,1.27466942588461,-44.78860848152559,6317.6
27-06-2018,04:12:33,-1.192843,37.692397,33,12,4,27,5,2018,3,0,0.8801592948961012,-45.14376330643369,6317.6
29-06-2018,11:01:15,-2.959866,37.658101,15,1,11,29,5,2018,5,0,1.8728590658170212,-44.41992295336988,6317.6
26-04-2018,16:55:26,-2.469324,37.442795,26,55,16,26,3,2018,4,0,1.3381612538887073,-44.69144274486309,6317.6
04-12-2018,11:56:32,-2.626039,36.693953,32,56,11,4,11,2018,2,0,1.3453094868467999,-45.131733985290374,6317.6
21-04-2018,06:14:03,-1.69599,37.126168,3,14,6,21,3,2018,6,0,0.5130496976180776,-45.18114359653413,6317.6
25-07-2018,02:36:56,-2.03249,36.775698,56,36,2,25,6,2018,3,0,0.7472556642983713,-45.443016283874776,6317.6
29-04-2018,23:15:00,-1.56323,37.011209,0,15,23,29,3,2018,0,1,0.33804068908491014,-45.66169308072803,6317.6
19-11-2018,21:27:20,-1.094944,36.602916,20,27,21,19,10,2018,1,0,0.2873650609834104,-45.900847118007164,6317.6
21-12-2018,07:17:15,-1.388322,37.615864,15,17,7,21,11,2018,5,0,0.8051197323193647,-44.919668318036734,6317.6
26-01-2018,06:50:16,-0.961834,36.676347,16,50,6,26,0,2018,5,0,0.35381067734171007,-46.10317866784312,6317.6
09-07-2018,16:50:11,-2.41491,37.178754,11,50,16,9,6,2018,1,0,1.1850165869733635,-44.71536055566574,6317.6
20-07-2018,01:05:52,-0.599768,36.461962,52,5,1,20,6,2018,5,0,0.7730839383676258,-46.294867264841024,6317.6
13-12-2018,12:55:49,-2.805894,37.546464,49,55,12,13,11,2018,4,0,1.6854340334483584,-44.143149162623246,6317.6
09-01-2019,14:10:51,-1.445405,36.798186,51,10,14,9,0,2019,3,0,0.16015147712400254,-45.57999561701654,6317.6
26-11-2018,16:49:10,-2.241915,37.876342,10,49,16,26,10,2018,1,0,1.4264511883822053,-44.42930816592617,6317.6
02-10-2018,02:14:04,-1.858845,36.414642,4,14,2,2,9,2018,2,0,0.6998409344251009,-45.8983959140339,6317.6
28-07-2018,00:57:43,-2.165007,37.316856,43,57,0,28,6,2018,6,0,1.0107436493062931,-45.05038456429565,6317.6
30-05-2018,10:44:05,-2.489493,37.523317,5,44,10,30,4,2018,3,0,1.395001065107837,-44.82622571023642,6317.6
27-01-2018,15:58:10,-1.942085,36.337409,10,58,15,27,0,2018,6,0,0.812501519390578,-45.96009981522117,6317.6
01-04-2018,04:12:15,-1.929238,36.799865,15,12,4,1,3,2018,0,1,0.643083304840827,-45.59668883378723,6317.6
24-03-2018,10:45:34,-2.154265,37.180283,34,45,10,24,2,2018,6,0,0.9407557148250567,-44.99277080898289,6317.6
09-12-2018,17:42:12,-2.603962,37.133891,12,42,17,9,11,2018,0,1,1.3550930715463791,-44.64340359293462,6317.6
03-11-2018,18:08:34,-2.8449430000000002,36.450152,34,8,18,3,10,2018,6,0,1.601196955392121,-45.235783712150074,6317.6
23-04-2018,19:00:00,-2.775497,36.943726,0,0,19,23,3,2018,1,0,1.4944716941692138,-44.83593787344301,6317.6
16-09-2018,18:11:20,-1.918249,36.756135,20,11,18,16,8,2018,0,1,0.6348061147657605,-45.297087644183755,6317.6
29-10-2018,05:19:19,-1.565915,37.481121,19,19,5,29,9,2018,1,0,0.7203439033406226,-45.24717917468616,6317.6
05-08-2018,09:30:52,-0.634578,37.628468,52,30,9,5,7,2018,0,1,1.0406613424865936,-45.479693860937985,6317.6
22-10-2018,03:53:15,-2.634147,36.537938,15,53,3,22,9,2018,1,0,1.3763908375853862,-45.21879834790523,6317.6
31-08-2018,03:18:22,-2.464102,36.814827,22,18,3,31,7,2018,5,0,1.177715437270396,-45.52301078395265,6317.6
31-05-2018,09:30:43,-1.15917,37.499327,43,30,9,31,4,2018,4,0,0.6938663709800349,-45.52980992356332,6317.6
07-01-2019,17:18:51,-1.781346,37.520484,51,18,17,7,0,2019,1,0,0.859975851969116,-44.848128961460255,6317.6
22-01-2018,22:11:11,-2.739619,37.402615,11,11,22,22,0,2018,1,0,1.5667039371125606,-44.429481459409416,6317.6
25-02-2018,01:20:34,-1.36775,36.404801,34,20,1,25,1,2018,0,1,0.4203706916579693,-46.09809593186122,6317.6
24-04-2018,22:39:50,-2.06406,36.546556,50,39,22,24,3,2018,2,0,0.8234274765454441,-45.58301172407542,6317.6
14-11-2018,22:38:36,-0.909967,37.342618,36,38,22,14,10,2018,3,0,0.6463230060186651,-45.3490095716742,6317.6
07-12-2018,16:02:31,-2.294016,37.047336,31,2,16,7,11,2018,5,0,1.033568654661122,-44.94082132250416,6317.6
19-04-2018,16:58:09,-2.941821,36.959541,9,58,16,19,3,2018,4,0,1.6615382992119083,-44.61288708464738,6317.6
22-02-2018,01:59:57,-2.962184,36.582978,57,59,1,22,1,2018,4,0,1.6920873505968896,-45.00600612516154,6317.6
15-12-2018,17:02:23,-1.118385,37.118849,23,2,17,15,11,2018,6,0,0.34525872601861823,-45.422292979802776,6317.6
26-02-2018,13:39:20,-2.859167,37.835675,20,39,13,26,1,2018,1,0,1.8737329355028176,-44.156212644487596,6317.6
26-10-2018,08:33:55,-0.647251,37.029974,55,33,8,26,9,2018,5,0,0.6736173773330093,-45.94613179789007,6317.6
29-05-2018,12:10:24,-1.769917,36.535451,24,10,12,29,4,2018,2,0,0.5596380855231334,-45.979373180733134,6317.6
03-12-2018,11:34:21,-0.974625,36.946371,21,34,11,3,11,2018,1,0,0.33745517865340313,-45.93681850972434,6317.6
29-01-2018,02:28:36,-1.110992,37.257007,36,28,2,29,0,2018,1,0,0.4734702464411071,-45.65923015858698,6317.6
19-12-2018,15:11:03,-1.012033,36.959348,3,11,15,19,11,2018,3,0,0.3089833820143084,-45.640153315377205,6317.6
15-07-2018,15:20:37,-1.262886,37.091742000000004,37,20,15,15,6,2018,0,1,0.2755232701061796,-45.36743362142678,6317.6
07-04-2018,08:35:22,-2.591003,36.99847,22,35,8,7,3,2018,6,0,1.3171439420219038,-44.8079296449001,6317.6
04-12-2018,01:20:03,-1.173503,37.832156,3,20,1,4,11,2018,2,0,1.0211915802066713,-45.05071114539876,6317.6
17-07-2018,09:43:15,-1.258241,37.680071,15,43,9,17,6,2018,2,0,0.8633070027562614,-44.877260925008095,6317.6
17-10-2018,16:29:53,-0.834303,37.715137,53,29,16,17,9,2018,3,0,1.0053015979257172,-45.069092569692536,6317.6
14-11-2018,16:42:27,-1.547773,36.572977,27,42,16,14,10,2018,3,0,0.3577397153965415,-45.64837649295606,6317.6
01-03-2018,13:08:27,-0.821191,36.822006,27,8,13,1,2,2018,4,0,0.46522258790067367,-46.2289747175939,6317.6
11-07-2018,00:24:47,-2.828831,37.747966,47,24,0,11,6,2018,3,0,1.8015021108544391,-43.97985520051753,6317.6
07-10-2018,10:57:44,-2.958559,37.853521,44,57,10,7,9,2018,0,1,1.9672483457113403,-43.89938651946938,6317.6
28-03-2018,17:48:20,-2.075293,36.692267,20,48,17,28,2,2018,3,0,0.7987387076835573,-45.638344272249505,6317.6
04-12-2018,18:44:56,-2.220294,37.655501,56,44,18,4,11,2018,2,0,1.254945637989552,-44.593457010515294,6317.6
01-07-2018,18:17:46,-1.25778,36.532299,46,17,18,1,6,2018,0,1,0.28635670178467637,-46.20912287351999,6317.6
11-01-2019,11:38:09,-2.114775,36.985943,9,38,11,11,0,2019,5,0,0.845393283268799,-45.011591838828906,6317.6
04-03-2018,20:05:30,-2.352135,37.496022,30,5,20,4,2,2018,0,1,1.2635595035125995,-44.6460420909133,6317.6
21-07-2018,06:41:11,-0.580943,36.677312,11,41,6,21,6,2018,6,0,0.7191864478958147,-46.138374615318675,6317.6
12-01-2018,03:36:26,-1.04742,37.814769,26,36,3,12,0,2018,5,0,1.02577005467941,-44.89817979250091,6317.6
15-07-2018,06:37:19,-2.195381,37.132008,19,37,6,15,6,2018,0,1,0.9619542880454351,-44.82602277483059,6317.6
02-05-2018,11:26:53,-1.526927,37.188485,53,26,11,2,4,2018,3,0,0.4423731480187299,-45.46811229303487,6317.6
28-10-2018,11:45:24,-1.032235,36.829673,24,45,11,28,9,2018,0,1,0.25445875543199536,-46.023680744689784,6317.6
20-02-2018,05:01:51,-1.378495,37.373017,51,1,5,20,1,2018,2,0,0.5633741968461092,-45.11287900429058,6317.6
12-04-2018,16:26:13,-2.207504,37.840003,13,26,16,12,3,2018,4,0,1.3764199110827369,-44.24093726290058,6317.6
20-06-2018,15:18:58,-1.354393,36.482566,58,18,15,20,5,2018,3,0,0.34149648851049696,-45.88559010754997,6317.6
29-03-2018,00:57:05,-1.187945,37.164455,5,57,0,29,2,2018,4,0,0.3609172799409842,-45.70473533166641,6317.6
11-01-2018,05:53:36,-1.46872,36.989547,36,53,5,11,0,2018,4,0,0.2508787646194893,-45.371026371391935,6317.6
09-02-2018,03:09:17,-0.889279,37.179167,17,9,3,9,1,2018,5,0,0.537307929623229,-45.575968959675414,6317.6
22-08-2018,18:29:47,-1.354699,36.860893,47,29,18,22,7,2018,3,0,0.08107604455077902,-45.61018634686825,6317.6
14-05-2018,13:03:23,-0.652835,36.410303,23,3,13,14,4,2018,1,0,0.7529771293445768,-46.273023416654176,6317.6
27-12-2018,16:30:30,-0.678881,37.366556,30,30,16,27,11,2018,4,0,0.8190437808524065,-45.67475277190286,6317.6
21-06-2018,12:46:47,-2.072195,37.593579,47,46,12,21,5,2018,4,0,1.1046355545481956,-44.5865857892431,6317.6
18-04-2018,21:15:18,-2.556626,36.968434,18,15,21,18,3,2018,3,0,1.2792055357486543,-44.79522330162732,6317.6
17-02-2018,19:44:10,-1.151953,37.75579,10,44,19,17,1,2018,6,0,0.9481461129936662,-44.868606336366916,6317.6
04-01-2018,18:46:18,-2.866257,37.420283,18,46,18,4,0,2018,4,0,1.6910541863062813,-44.40507373513997,6317.6
15-07-2018,11:26:17,-1.591507,36.542836,17,26,11,15,6,2018,0,1,0.4103476814763287,-45.64966999385632,6317.6
20-06-2018,12:59:24,-1.829155,36.4999,24,59,12,20,5,2018,3,0,0.6287199830488936,-45.62070105125145,6317.6
29-04-2018,18:39:45,-1.684819,36.457375,45,39,18,29,3,2018,0,1,0.5368771256106929,-46.08883924641926,6317.6
17-09-2018,13:05:39,-1.160651,37.207003,39,5,13,17,8,2018,1,0,0.40955890057963745,-45.330622169580025,6317.6
02-09-2018,10:30:02,-2.21352,37.084308,2,30,10,2,8,2018,0,1,0.9648348503168823,-45.149152462851404,6317.6
23-03-2018,23:26:59,-1.022749,37.101597,59,26,23,23,2,2018,5,0,0.3877816672768323,-45.59876058699425,6317.6
14-11-2018,01:10:53,-0.715563,37.756918,53,10,1,14,10,2018,3,0,1.0994857958614113,-45.10223255635706,6317.6
05-01-2019,12:20:40,-2.985707,37.631076,40,20,12,5,0,2019,6,0,1.8841545506494426,-44.127271965236545,6317.6
18-04-2018,06:10:39,-2.26978,36.788824,39,10,6,18,3,2018,3,0,0.983800976865748,-45.10161526284773,6317.6
03-09-2018,18:12:12,-2.392903,37.87491,12,12,18,3,8,2018,1,0,1.5307106265277586,-44.35803953433548,6317.6
03-11-2018,04:12:21,-2.567365,37.849445,21,12,4,3,10,2018,6,0,1.645108437112888,-44.27654034962831,6317.6
06-07-2018,02:36:25,-1.627354,36.756784,25,36,2,6,6,2018,5,0,0.3462802390348017,-45.59410393875343,6317.6
26-12-2018,22:59:47,-2.234735,37.285822,47,59,22,26,11,2018,3,0,1.0578020412709577,-44.94469179144966,6317.6
15-05-2018,05:16:09,-0.689428,36.740547,9,16,5,15,4,2018,2,0,0.6018651381306279,-45.971466020851985,6317.6
19-09-2018,10:22:10,-0.580697,36.762341,10,22,10,19,8,2018,3,0,0.7078228823568788,-46.0320669691391,6317.6
09-09-2018,07:00:31,-2.677746,36.60751,31,0,7,9,8,2018,0,1,1.407072792650757,-45.02954316125935,6317.6
24-01-2018,12:19:29,-1.096664,36.381036,29,19,12,24,0,2018,3,0,0.47566235355974634,-46.21704767104112,6317.6
28-02-2018,03:40:19,-1.865342,37.418587,19,40,3,28,1,2018,3,0,0.8347605864587789,-45.10718070479855,6317.6
19-12-2018,20:12:51,-1.582173,36.747775,51,12,20,19,11,2018,3,0,0.303827581631425,-45.52118139041431,6317.6
18-10-2018,13:14:51,-1.406129,36.957663,51,14,13,18,9,2018,4,0,0.18455639029846532,-45.421645540034795,6317.6
19-06-2018,23:55:59,-0.697847,36.495129,59,55,23,19,5,2018,2,0,0.670914473386884,-46.199999657089776,6317.6
26-02-2018,09:45:30,-3.044734,37.423848,30,45,9,26,1,2018,1,0,1.8600459751441634,-44.416882956110605,6317.6
15-10-2018,15:43:37,-2.646825,37.82824,37,43,15,15,9,2018,1,0,1.6949753639463336,-43.99677881922472,6317.6
27-04-2018,01:10:46,-2.914919,36.834623,46,10,1,27,3,2018,5,0,1.628622952343482,-45.04131935236528,6317.6
07-07-2018,22:52:57,-2.922662,36.621686,57,52,22,7,6,2018,6,0,1.6479150611903517,-44.918096753755826,6317.6
28-01-2018,14:35:54,-1.870637,37.559703,54,35,14,28,0,2018,0,1,0.9447868944391644,-44.98113236165927,6317.6
20-10-2018,05:07:31,-2.560927,37.672432,31,7,5,20,9,2018,6,0,1.5348711825834125,-44.23929386039081,6317.6
21-06-2018,18:58:31,-1.102346,36.638586,31,58,18,21,5,2018,4,0,0.2564819752302307,-45.905174726143294,6317.6
27-04-2018,00:45:26,-0.66779,36.897802,26,45,0,27,3,2018,5,0,0.6238250540351838,-46.0925104485706,6317.6
